"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-13","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","71",",,7",,,"64",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-14","0.02",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","73",",,7","64",",,7","69",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-15","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","80",",,7",,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-16","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,"55",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-17","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-18","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-19","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-20","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-21","0.20",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-22","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-23","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-24","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-25","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-26","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-27","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-28","0.50",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","73",",,7",,,"61",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-29","0.06",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","72",",,7",,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-06-30","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","59",",,7",,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-01","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-02","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-03","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-04","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-05","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-06","0.03",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-07","0.05",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-08","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-09","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-10","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-11","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-12","0.02",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-13","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-14","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-15","0.46",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-16","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-17","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-18","1.50",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-19","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-20","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-21","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-22","0.58",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-23","1.25",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-24","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-25","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-26","1.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-27","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-28","1.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-29","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-30","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-07-31","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-01","0.20",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-02","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-03","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-04","0.01",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-05","0.46",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-06","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-07","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-08","1.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-09","0.18",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-10","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-11","0.18",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-12","0.82",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-13","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-14","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-15","0.70",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-16","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-17","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-18","0.50",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-19","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-20","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-21","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-22","0.25",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-23","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-24","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-25","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-26","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-27","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-28","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-29","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-30","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-08-31","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-01","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-02","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-03","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-04","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-05","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","88",",,7","69",",,7","71",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-06","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","91",",,7","69",",,7","73",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-07","0.66",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","90",",,7","69",",,7","70",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-08","0.02",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","72",",,7","64",",,7","66",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-09","0.05",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","68",",,7","56",",,7","58",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-10","0.20",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-11","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","65",",,7","55",",,7","58",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-12","0.30",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","68",",,7","56",",,7","60",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-13","0.40",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","77",",,7","60",",,7","68",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-14","0.02",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","73",",,7","66",",,7","68",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-15","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","73",",,7","62",",,7","63",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-16","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","78",",,7","61",",,7","62",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-17","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-18","0.02",",,7,0800","0.0",",,7,0800","0.0",",,7,0800","73",",,7",,,"56",",,7,0800"
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-19","1.20",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-20","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-21","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,"48",",,7",,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-22","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-23","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-24","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-25","0.25",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-26","1.50",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-27","0.20",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-28","1.84",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-29","0.03",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-09-30","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-01","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-02","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-03","1.75",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-04","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-05","0.05",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-06","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-07","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-08","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-09","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-10","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-11","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-12","1.80",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-13","0.08",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-14","0.07",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-15","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-16","0.14",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-17","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-18","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-19","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-20","0.08",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-21","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-22","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-23","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-24","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-25","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-26","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-27","0.75",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-28","0.58",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-29","0.25",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-30","0.08",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-10-31","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-01","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-02","0.10",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-03","0.47",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-04","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-05","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-06","0.25",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-07","0.60",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-08","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-09","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-10","1.67",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-11","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-12","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-13","0.89",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-14","0.75",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-15","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-16","1.50",",,7,0800","2.0",",,7,0800","2.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-17","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-18","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-19","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-20","0.05",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-21","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-22","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-23","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-24","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-25","1.46",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-26","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-27","1.33",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-28","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-29","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
"USC00308577","SYOSSET, NY US","40.8216","-73.4908","80.8","2018-11-30","0.00",",,7,0800","0.0",",,7,0800","0.0",",,7,0800",,,,,,
