"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-05",,,,,"0.30",",,N",,,,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-06",,,,,"0.21",",,N",,,,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-08",,,,,"0.10",",,N",,,,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-18",,,,,"0.00","T,,N",,,,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0043","PLAINVIEW 0.4 ENE, NY US","40.7859191894531","-73.4668731689453","56.7","2019-01-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-01",,,,,"1.52",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-06","    2",",,N","0.39",",,N",,,,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-08",,,,,"0.10",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-09",,,,,"0.13",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-10",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-11",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-12",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-13",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-14",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-15",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-16",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-17",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-18",,,,,"0.00",",L,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-19","    2",",L,N","0.08",",L,N","0.00",",L,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-21",,,,,"0.39",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-22",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-23",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-24",,,,,"0.02",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-25",,,,,"1.52",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-26",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-27",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-28",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-29",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-30",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-01-31",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-01",,,,,"0.02",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-02",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-03",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-04",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-05",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-06",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-07",,,,,"0.58",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-08",,,,,"0.07",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-09",,,,,"0.05",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-10",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-12",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-13",,,,,"0.98",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-14",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-15",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-16",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-17",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-18",,,,,"0.10",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-19",,,,,"0.00","T,,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-20",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-21",,,,,"0.80",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-22",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-23",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-24",,,,,"0.63",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-25",,,,,"0.35",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-26",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-27",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-02-28",,,,,"0.00","T,,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-01",,,,,"0.00","T,,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-02",,,,,"0.61",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-03",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-04",,,,,"1.15",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-05",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-06",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-07",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-08",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-09",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-10",,,,,"0.29",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-11",,,,,"0.43",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-12",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-13",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-14",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-15",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-16",,,,,"0.05",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-17",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-18",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-19",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-20",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-21",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-23",,,,,"0.02",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-24",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-25",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-26",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-27",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-28",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-29",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-30",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-03-31",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-01",,,,,"0.16",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-02",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-03",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-04",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-05",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-06",,,,,"0.35",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-07",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-08",,,,,"0.35",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-09",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-10",,,,,"0.15",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-11",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-12",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-13",,,,,"0.96",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-14",,,,,"0.08",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-15",,,,,"0.76",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-16",,,,,"0.09",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-17",,,,,"0.07",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-18",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-19",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-20",,,,,"0.38",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-21",,,,,"0.57",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-22",,,,,"0.02",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-23",,,,,"0.85",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-24",,,,,"0.05",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-25",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-26",,,,,"0.12",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-27",,,,,"0.66",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-04-30",,,,,"0.22",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-01",,,,,"0.01",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-02",,,,,"0.04",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-03",,,,,"0.05",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-04",,,,,"0.10",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-05",,,,,"0.35",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-06",,,,,"1.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-07",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-08",,,,,"0.01",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-09",,,,,"0.02",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-10",,,,,"0.00","T,,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-11",,,,,"0.03",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-12",,,,,"0.49",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-13",,,,,"0.77",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-14",,,,,"0.60",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-15",,,,,"0.11",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-16",,,,,"0.12",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-18",,,,,"0.11",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-19",,,,,"0.03",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-20",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-21",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-22",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-23",,,,,"0.12",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-24",,,,,"0.15",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-25",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-26",,,,,"0.01",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-27",,,,,"0.11",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-28",,,,,"0.00","T,,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-29",,,,,"0.07",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-05-30",,,,,"0.49",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-01",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-02",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-03",,,,,"0.10",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-04",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-05",,,,,"0.00","T,,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-06",,,,,"0.19",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-07",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-08",,,,,"0.00",",,N",,,,,,,,,,,,,,
"US1NYNS0046","MASSAPEQUA PARK 1.2 N, NY US","40.698077","-73.449893","10.7","2019-06-09",,,,,"0.00",",,N",,,,,,,,,,,,,,
